month,city,temp
3,尚志,0.7
4,尚志,8
5,尚志,14
6,尚志,19.9
7,尚志,24.6
8,尚志,20.4
9,尚志,16.2
10,尚志,6
11,尚志,-0.9
12,尚志,-3.2
1,岳阳,6
2,岳阳,6
3,岳阳,15.2
4,岳阳,19.7
5,岳阳,21.5
6,岳阳,27.9
7,岳阳,31.1
8,岳阳,32.2
9,岳阳,26.5
10,岳阳,19.1
11,岳阳,16.3
12,岳阳,6.7
1,峨眉山,-4.2
2,峨眉山,-5.5
3,峨眉山,3.7
4,峨眉山,3.7
5,峨眉山,6.2
6,峨眉山,10.4
7,峨眉山,13.9
8,峨眉山,13.9
9,峨眉山,8.5
10,峨眉山,4.5
11,峨眉山,2.9
12,峨眉山,-4.8
1,崆峒,-2.7
2,崆峒,-1.9
3,崆峒,8.7
4,崆峒,11.6
5,崆峒,15.7
6,崆峒,20.1
7,崆峒,21
8,崆峒,19.8
9,崆峒,15.7
10,崆峒,9.5
11,崆峒,5.5
12,崆峒,0.1
1,嵊州,6.5
2,嵊州,5.5
3,嵊州,14.4
4,嵊州,17.9
5,嵊州,19.9
6,嵊州,26
7,嵊州,31.2
8,嵊州,30.8
9,嵊州,24.2
10,嵊州,18.2
11,嵊州,16.3
12,嵊州,5.9
1,嵊泗,7.5
2,嵊泗,6.3
3,嵊泗,12.1
4,嵊泗,15.5
5,嵊泗,18.4
6,嵊泗,23.2
7,嵊泗,28.4
8,嵊泗,28.5
9,嵊泗,23.9
10,嵊泗,19.4
11,嵊泗,16.9
12,嵊泗,8.2
1,巴塘,4.6
2,巴塘,5.2
3,巴塘,10.2
4,巴塘,11.5
5,巴塘,14.4
6,巴塘,15
7,巴塘,16.8
8,巴塘,17.3
9,巴塘,14.9
10,巴塘,13.5
11,巴塘,9.2
12,巴塘,7.2
2,巴林左旗,-0.6
3,巴林左旗,2.7
4,巴林左旗,9.7
5,巴林左旗,15.2
6,巴林左旗,19.3
7,巴林左旗,23
8,巴林左旗,20.3
9,巴林左旗,18.4
10,巴林左旗,7.4
11,巴林左旗,0.1
1,巴音布鲁克,-7.5
3,巴音布鲁克,-2.1
4,巴音布鲁克,3.8
5,巴音布鲁克,9.3
6,巴音布鲁克,11.4
7,巴音布鲁克,12.1
8,巴音布鲁克,10.6
9,巴音布鲁克,7.8
10,巴音布鲁克,0.7
11,巴音布鲁克,-1.8
1,常德,4.9
2,常德,5.2
3,常德,14.3
4,常德,18.8
5,常德,20.4
6,常德,27.2
7,常德,29.4
8,常德,31.5
9,常德,26.1
10,常德,18.8
11,常德,15.6
12,常德,6.3
1,平潭,12.2
2,平潭,10
3,平潭,16
4,平潭,19
5,平潭,19.8
6,平潭,25.8
7,平潭,29.2
8,平潭,29.7
9,平潭,27.5
10,平潭,22.6
11,平潭,19.8
12,平潭,12.9
1,广南,10.6
2,广南,8.3
3,广南,18.8
4,广南,18
5,广南,19
6,广南,23.1
7,广南,24.6
8,广南,23.7
9,广南,21.4
10,广南,18.4
11,广南,17.9
12,广南,8.6
1,广州,11
2,广州,9
3,广州,18.6
4,广州,21.4
5,广州,23
6,广州,28
7,广州,30.8
8,广州,30.7
9,广州,28.5
10,广州,22.8
11,广州,19.7
12,广州,10.3
1,广昌,8.7
2,广昌,6.3
3,广昌,17
4,广昌,18.9
5,广昌,21.3
6,广昌,26.4
7,广昌,30.3
8,广昌,30.4
9,广昌,26.9
10,广昌,21
11,广昌,17.8
12,广昌,6.8
1,庐山,1.6
2,庐山,-0.8
3,庐山,10.4
4,庐山,13.1
5,庐山,15.8
6,庐山,21
7,庐山,24.5
8,庐山,25.2
9,庐山,19.5
10,庐山,13.3
11,庐山,11.1
12,庐山,0
1,库尔勒,-2.2
2,库尔勒,-2.2
3,库尔勒,9.5
4,库尔勒,17
5,库尔勒,23.5
6,库尔勒,24.8
7,库尔勒,24.2
8,库尔勒,22.8
9,库尔勒,21.5
10,库尔勒,11.2
11,库尔勒,3.7
1,康定,-1.1
2,康定,-1.8
3,康定,7.5
4,康定,7.8
5,康定,10.9
6,康定,13.1
7,康定,16.2
8,康定,17.1
9,康定,12.2
10,康定,9
11,康定,6.4
12,康定,-1.1
1,延吉,-4.7
2,延吉,-1.7
3,延吉,2.5
4,延吉,10.5
5,延吉,13.4
6,延吉,16.8
7,延吉,22.1
8,延吉,21.1
9,延吉,16.3
10,延吉,7.2
11,延吉,1
12,延吉,-7.5
1,张家口,-4.5
2,张家口,-2
3,张家口,4.9
4,张家口,11.9
5,张家口,17.1
6,张家口,20.8
7,张家口,24
8,张家口,22.2
9,张家口,18.7
10,张家口,10.1
11,张家口,3.7
2,张掖,-4.4
3,张掖,7.5
4,张掖,11
5,张掖,17.2
6,张掖,21.2
7,张掖,20.9
8,张掖,20.2
9,张掖,18.1
10,张掖,7.8
11,张掖,3.5
1,彰武,-2.9
2,彰武,-2.1
3,彰武,3.2
4,彰武,11.6
5,彰武,17.5
6,彰武,20.9
7,彰武,25.1
8,彰武,23.4
9,彰武,18.8
10,彰武,9.2
11,彰武,3
12,彰武,-1.8
1,徐家汇,6.8
2,徐家汇,6.2
3,徐家汇,13.8
4,徐家汇,17.6
5,徐家汇,20.9
6,徐家汇,26.7
7,徐家汇,31.5
8,徐家汇,31.2
9,徐家汇,24.7
10,徐家汇,19.1
11,徐家汇,16.5
12,徐家汇,6.9
1,徐州,2.4
2,徐州,4.2
3,徐州,11.8
4,徐州,18
5,徐州,22
6,徐州,29
7,徐州,28.5
8,徐州,29.1
9,徐州,23.2
10,徐州,15.8
11,徐州,12.6
12,徐州,2
1,德格,-0.1
2,德格,-2.1
3,德格,5.8
4,德格,6.9
5,德格,8.5
6,德格,11.6
7,德格,12.4
8,德格,14.3
9,德格,11.4
10,德格,8.1
11,德格,2.7
12,德格,-0.5
1,德钦,-1.6
2,德钦,-2
3,德钦,4.7
4,德钦,5.3
5,德钦,9.3
6,德钦,12.1
7,德钦,13.4
8,德钦,14.1
9,德钦,12.2
10,德钦,9.1
11,德钦,3
12,德钦,0.4
1,怀来,-3.7
2,怀来,-1.8
3,怀来,5.6
4,怀来,13
5,怀来,19
6,怀来,21.9
7,怀来,24.9
8,怀来,23.5
9,怀来,20.2
10,怀来,10.3
11,怀来,5.3
1,思南,5.7
2,思南,4.7
3,思南,15.1
4,思南,17.2
5,思南,18.9
6,思南,23.6
7,思南,28
8,思南,29.3
9,思南,24.9
10,思南,19.5
11,思南,15.8
12,思南,6.7
1,思茅,14.1
2,思茅,14.8
3,思茅,20.5
4,思茅,20
5,思茅,20.5
6,思茅,21.4
7,思茅,22.8
8,思茅,22.2
9,思茅,21.2
10,思茅,19.3
11,思茅,17.9
12,思茅,14.9
1,恩施,6.5
2,恩施,6.3
3,恩施,14.2
4,恩施,18.1
5,恩施,20.7
6,恩施,25.6
7,恩施,28.4
8,恩施,31.1
9,恩施,23.2
10,恩施,18.9
11,恩施,15.7
12,恩施,6.8
1,惠民,-1
2,惠民,3.1
3,惠民,9.3
4,惠民,16.4
5,惠民,20.7
6,惠民,25.4
7,惠民,27.2
8,惠民,26.2
9,惠民,21.9
10,惠民,14
11,惠民,10.5
12,惠民,-0.2
1,成山头,1
2,成山头,1.3
3,成山头,5.1
4,成山头,10.2
5,成山头,15.6
6,成山头,18.1
7,成山头,23.3
8,成山头,23.9
9,成山头,21.9
10,成山头,15.5
11,成山头,11.5
12,成山头,1.4
1,房县,3.4
2,房县,4.1
3,房县,12.7
4,房县,16.9
5,房县,19.5
6,房县,25.1
7,房县,27.5
8,房县,27.7
9,房县,22.2
10,房县,15.5
11,房县,12.5
12,房县,3.7
2,扎鲁特,1.4
3,扎鲁特,2.9
4,扎鲁特,10.6
5,扎鲁特,16.1
6,扎鲁特,20.2
7,扎鲁特,24.9
8,扎鲁特,21.7
9,扎鲁特,18.4
10,扎鲁特,7.8
11,扎鲁特,0.9
1,打鼓岭,16.8
2,打鼓岭,14.1
3,打鼓岭,21.3
4,打鼓岭,23.2
5,打鼓岭,24.6
6,打鼓岭,28.1
7,打鼓岭,30
8,打鼓岭,28.4
9,打鼓岭,28.3
10,打鼓岭,25.1
11,打鼓岭,22.5
12,打鼓岭,13.9
1,承德,-3.9
2,承德,3.5
3,承德,4.7
4,承德,12.7
5,承德,17.3
6,承德,20.9
7,承德,24.6
8,承德,23.4
9,承德,19.9
10,承德,10
11,承德,4.1
1,敦化,-4.8
2,敦化,-2.5
3,敦化,1
4,敦化,9.5
5,敦化,13
6,敦化,16.7
7,敦化,22.5
8,敦化,19.7
9,敦化,15.8
10,敦化,5.9
11,敦化,0.4
12,敦化,-6.8
3,新巴尔虎右旗,-2.5
4,新巴尔虎右旗,3.8
5,新巴尔虎右旗,12.3
6,新巴尔虎右旗,19.5
7,新巴尔虎右旗,22.2
8,新巴尔虎右旗,17.5
9,新巴尔虎右旗,14.1
10,新巴尔虎右旗,3.6
11,新巴尔虎右旗,-1.8
1,日照,1.9
2,日照,3.2
3,日照,8.1
4,日照,14.2
5,日照,19.8
6,日照,22.2
7,日照,25.6
8,日照,26.2
9,日照,22.1
10,日照,15.5
11,日照,12.8
12,日照,3.6
1,昆明,9
2,昆明,8.4
3,昆明,16.2
4,昆明,15.1
5,昆明,16.7
6,昆明,18.9
7,昆明,20.6
8,昆明,20.3
9,昆明,17.7
10,昆明,15.3
11,昆明,13.6
12,昆明,8.7
1,昌都,-2.2
2,昌都,-2
3,昌都,4.9
4,昌都,6.6
5,昌都,9.7
6,昌都,11.4
7,昌都,12.5
8,昌都,13.1
9,昌都,11.5
10,昌都,7.9
11,昌都,3
12,昌都,-2.6
1,昭通,4.2
2,昭通,2.6
3,昭通,12.2
4,昭通,12
5,昭通,14.4
6,昭通,17.2
7,昭通,20.9
8,昭通,21.6
9,昭通,17
10,昭通,13.8
11,昭通,11.8
12,昭通,2.5
1,景德镇,7.5
2,景德镇,5.9
3,景德镇,15.5
4,景德镇,18.6
5,景德镇,21.1
6,景德镇,26.3
7,景德镇,30.9
8,景德镇,32.5
9,景德镇,27.3
10,景德镇,20.1
11,景德镇,17.1
12,景德镇,6.3
3,曲麻莱,-5.2
4,曲麻莱,0.2
5,曲麻莱,3.3
6,曲麻莱,6.9
7,曲麻莱,8.6
8,曲麻莱,8.9
9,曲麻莱,5.8
10,曲麻莱,1.3
11,曲麻莱,-3.8
12,曲麻莱,
1,朝阳,-3
2,朝阳,0.8
3,朝阳,5.3
4,朝阳,13.7
5,朝阳,19.3
6,朝阳,20.9
7,朝阳,25.1
8,朝阳,24.2
9,朝阳,20.9
10,朝阳,10.5
11,朝阳,4.5
1,本溪,-2.4
2,本溪,-0.4
3,本溪,3.6
4,本溪,13.3
5,本溪,16.7
6,本溪,21
7,本溪,25.1
8,本溪,22.9
9,本溪,18.8
10,本溪,9.5
11,本溪,5.1
12,本溪,-1.4
1,杂多,-6.4
2,杂多,-5.2
3,杂多,-1.4
4,杂多,1.2
5,杂多,5.9
6,杂多,7.5
7,杂多,9.6
8,杂多,9.5
9,杂多,7.9
10,杂多,3.2
11,杂多,-1.3
1,杭州,6.6
2,杭州,5.7
3,杭州,14.7
4,杭州,18.2
5,杭州,21.1
6,杭州,27.2
7,杭州,31.8
8,杭州,32.2
9,杭州,24.8
10,杭州,19.1
11,杭州,16.2
12,杭州,6.2
1,松山,17.3
2,松山,16.3
3,松山,20.9
4,松山,22.4
5,松山,23.4
6,松山,28.3
7,松山,30.8
8,松山,30.8
9,松山,27.1
10,松山,24
11,松山,23.5
12,松山,16.4
1,松潘,-1.6
2,松潘,-0.3
3,松潘,3.9
4,松潘,5.4
5,松潘,9
6,松潘,12
7,松潘,13.4
8,松潘,15.1
9,松潘,11.1
10,松潘,8.3
11,松潘,3.8
12,松潘,-0.3
1,林芝,1.6
2,林芝,0.8
3,林芝,8.4
4,林芝,10.1
5,林芝,12.4
6,林芝,13.8
7,林芝,15.5
8,林芝,16.2
9,林芝,14
10,林芝,11.6
11,林芝,7.1
12,林芝,4.6
2,林西县,-1.3
3,林西县,2.1
4,林西县,7.5
5,林西县,13.7
6,林西县,18.4
7,林西县,21.9
8,林西县,18.9
9,林西县,16.7
10,林西县,5.1
11,林西县,-0.4
1,枣阳,3.6
2,枣阳,5.5
3,枣阳,14
4,枣阳,19.3
5,枣阳,22.1
6,枣阳,29.2
7,枣阳,29.9
8,枣阳,30.2
9,枣阳,25.3
10,枣阳,17.8
11,枣阳,14.2
12,枣阳,4.6
1,柳州,9.4
2,柳州,6.9
3,柳州,18.3
4,柳州,20.3
5,柳州,21.2
6,柳州,25.9
7,柳州,28.7
8,柳州,28.5
9,柳州,28
10,柳州,23.3
11,柳州,19.8
12,柳州,10.1
3,格尔木,4.7
4,格尔木,8
5,格尔木,13
6,格尔木,15.4
7,格尔木,16.3
8,格尔木,16.5
9,格尔木,13.1
10,格尔木,7.3
11,格尔木,-1.2
12,格尔木,
1,桂林,9.2
2,桂林,7.2
3,桂林,17.8
4,桂林,20
5,桂林,21.7
6,桂林,26.4
7,桂林,29.4
8,桂林,29.8
9,桂林,28.5
10,桂林,23
11,桂林,19.2
12,桂林,9.5
1,桃园,16.9
2,桃园,15.8
3,桃园,19.9
4,桃园,22.1
5,桃园,23.3
6,桃园,28.5
7,桃园,31
8,桃园,30.8
9,桃园,27.6
10,桃园,24.3
11,桃园,23.1
12,桃园,16.2
1,桑植,5.7
2,桑植,5.3
3,桑植,13.7
4,桑植,18
5,桑植,20.1
6,桑植,25.5
7,桑植,28.4
8,桑植,30.3
9,桑植,24.5
10,桑植,18.3
11,桑植,15.4
12,桑植,6.5
1,桦甸,-5.1
2,桦甸,-1.8
3,桦甸,1
4,桦甸,10.2
5,桦甸,14.7
6,桦甸,19.6
7,桦甸,24.3
8,桦甸,20.7
9,桦甸,16.6
10,桦甸,6.7
11,桦甸,0.8
12,桦甸,-4.7
1,梅县,14.9
2,梅县,11.8
3,梅县,20.6
4,梅县,22.1
5,梅县,23.3
6,梅县,26.8
7,梅县,29.8
8,梅县,28.8
9,梅县,27.9
10,梅县,24.6
11,梅县,21.4
12,梅县,11.6
1,梧州,13.5
2,梧州,10.2
3,梧州,20.9
4,梧州,21.9
5,梧州,23.9
6,梧州,27.5
7,梧州,29.7
8,梧州,28.8
9,梧州,28.4
10,梧州,24.5
11,梧州,21.3
12,梧州,12
1,榆中,-1.8
2,榆中,-1.7
3,榆中,7.8
4,榆中,9.4
5,榆中,14
6,榆中,18.3
7,榆中,18.2
8,榆中,17
9,榆中,14.5
10,榆中,8.7
11,榆中,3.4
12,榆中,-0.8
1,榆林,-2.1
2,榆林,-2.6
3,榆林,9
4,榆林,12.7
5,榆林,17.3
6,榆林,22
7,榆林,22.1
8,榆林,21.1
9,榆林,17.5
10,榆林,10.2
11,榆林,5.2
12,榆林,-8.1
1,榆社,-2.4
2,榆社,0.5
3,榆社,6.6
4,榆社,12.5
5,榆社,15.5
6,榆社,21.4
7,榆社,22.1
8,榆社,21.9
9,榆社,16.8
10,榆社,9.3
11,榆社,6
12,榆社,-2.8
1,榕江,8.7
2,榕江,6.8
3,榕江,17.2
4,榕江,19.2
5,榕江,21
6,榕江,25.4
7,榕江,28.6
8,榕江,28.3
9,榕江,26.6
10,榕江,21.1
11,榕江,18.2
12,榕江,9.5
1,横栏岛,17.2
2,横栏岛,14.5
3,横栏岛,19.7
4,横栏岛,21
7,横栏岛,30.2
9,横栏岛,27.8
10,横栏岛,25.2
11,横栏岛,22.2
12,横栏岛,16
1,武夷山,10.2
2,武夷山,8.1
3,武夷山,16.8
4,武夷山,18.6
5,武夷山,20.8
6,武夷山,25.6
7,武夷山,30
8,武夷山,30.6
9,武夷山,27.5
10,武夷山,22
11,武夷山,18.7
12,武夷山,8.7
1,武汉,14.4
2,武汉,14
3,武汉,20.3
4,武汉,22.9
5,武汉,25
6,武汉,28.9
7,武汉,29.9
8,武汉,30.1
9,武汉,27
10,武汉,22.2
11,武汉,20.8
12,武汉,14.3
1,武都,5.3
2,武都,5
3,武都,14.8
4,武都,16
5,武都,19.5
6,武都,23.8
7,武都,24.6
8,武都,24.7
9,武都,20.6
10,武都,16.1
11,武都,12.8
12,武都,4.6
1,毕节,4.2
2,毕节,2.8
3,毕节,13.6
4,毕节,13.9
5,毕节,16.1
6,毕节,19.5
7,毕节,22.9
8,毕节,24.1
9,毕节,18.6
10,毕节,14.9
11,毕节,13
12,毕节,3.4
2,民勤,-2.3
3,民勤,8.7
4,民勤,10.5
5,民勤,17.1
6,民勤,22.5
7,民勤,21.7
8,民勤,20.9
9,民勤,19.5
10,民勤,9.7
11,民勤,4.7
1,永州,7
2,永州,5.5
3,永州,16.8
4,永州,19.3
5,永州,20.6
6,永州,26.9
7,永州,30.6
8,永州,31.3
9,永州,28.3
10,永州,21.1
11,永州,18.1
12,永州,7.4
1,汉中,4.7
2,汉中,5.6
3,汉中,13.3
4,汉中,17.5
5,汉中,21
6,汉中,25.4
7,汉中,26.5
8,汉中,27.3
9,汉中,21.1
10,汉中,15.1
11,汉中,11.8
12,汉中,4.2
1,汕头,16.4
2,汕头,14.2
3,汕头,20.2
4,汕头,22.5
5,汕头,23.5
6,汕头,28
7,汕头,29.8
8,汕头,29.3
9,汕头,28.8
10,汕头,25.2
11,汕头,22.8
12,汕头,15.2
1,汕尾,16.8
2,汕尾,14.4
3,汕尾,20.7
4,汕尾,22.8
5,汕尾,24.2
6,汕尾,28
7,汕尾,29.7
8,汕尾,28.5
9,汕尾,29
10,汕尾,25.6
11,汕尾,22.7
12,汕尾,15.3
1,江城,14.3
2,江城,13.6
3,江城,19.9
4,江城,19.5
5,江城,20.2
6,江城,21.5
7,江城,22.7
8,江城,22.4
9,江城,21.2
10,江城,19.1
11,江城,17.9
12,江城,13.8
1,沂源,-0.1
2,沂源,3.2
3,沂源,9.2
4,沂源,16.1
5,沂源,20.2
6,沂源,25.7
7,沂源,26
8,沂源,25.8
9,沂源,21.2
10,沂源,13.3
11,沂源,10.4
12,沂源,0.9
1,沅陵,6.1
2,沅陵,5.2
3,沅陵,14.4
4,沅陵,18.5
5,沅陵,20
6,沅陵,26.5
7,沅陵,29.9
8,沅陵,31.6
9,沅陵,27.3
10,沅陵,19.7
11,沅陵,16.7
12,沅陵,7.3
1,沈阳,-1.6
2,沈阳,0
3,沈阳,4
4,沈阳,13.1
5,沈阳,17.5
6,沈阳,21.3
7,沈阳,25
8,沈阳,22.7
9,沈阳,18.7
10,沈阳,9.2
11,沈阳,4.4
12,沈阳,-1.2
1,沙坪坝,9
2,沙坪坝,8.6
3,沙坪坝,18
4,沙坪坝,19.3
5,沙坪坝,21.9
6,沙坪坝,26
7,沙坪坝,30.6
8,沙坪坝,33.5
9,沙坪坝,24.1
10,沙坪坝,19.6
11,沙坪坝,16.5
12,沙坪坝,8.5
1,沙田,17.6
2,沙田,14.9
3,沙田,21.6
4,沙田,23.5
5,沙田,25.1
6,沙田,28.7
7,沙田,30.3
8,沙田,28.8
9,沙田,29
10,沙田,25.8
11,沙田,23.2
12,沙田,15.5
4,沱沱河,-1.9
5,沱沱河,1.8
6,沱沱河,5.3
7,沱沱河,7.1
8,沱沱河,7.4
9,沱沱河,4
10,沱沱河,-0.3
11,沱沱河,-7
1,河南,-4.5
2,河南,-6.8
3,河南,-0.4
4,河南,0.9
5,河南,5.5
6,河南,8.8
7,河南,10.8
8,河南,11.7
9,河南,6.5
10,河南,3.6
11,河南,-1.8
1,河曲,-3.3
2,河曲,-1.3
3,河曲,7.7
4,河曲,12
5,河曲,17.2
6,河曲,21.1
7,河曲,23.3
8,河曲,21.3
9,河曲,16.7
10,河曲,9.5
11,河曲,4.9
1,河池,11.1
2,河池,8.9
3,河池,19.4
4,河池,21.2
5,河池,22.4
6,河池,27.1
7,河池,29.5
8,河池,29
9,河池,27.6
10,河池,23.7
11,河池,21
12,河池,12.1
1,河源,15.2
2,河源,11.6
3,河源,21.4
4,河源,22.7
5,河源,24
6,河源,27.3
7,河源,30.4
8,河源,29.2
9,河源,29.3
10,河源,25.5
11,河源,21.7
12,河源,12.2
1,泊头,-0.6
2,泊头,4.4
3,泊头,9.3
4,泊头,16.8
5,泊头,21.2
6,泊头,25.8
7,泊头,27.7
8,泊头,26.7
9,泊头,23.5
10,泊头,14.5
11,泊头,10.2
12,泊头,-0.1
1,泰山,-5.8
2,泰山,-3.5
3,泰山,3.2
4,泰山,8.6
5,泰山,12.2
6,泰山,18.4
7,泰山,18.7
8,泰山,18.3
9,泰山,14.7
10,泰山,7.5
11,泰山,4.7
12,泰山,-2.4
2,泰来,1.8
3,泰来,0.8
4,泰来,7.4
5,泰来,14.6
6,泰来,20.5
7,泰来,25
8,泰来,20.8
9,泰来,16.5
10,泰来,5.7
11,泰来,0.1
1,泸西,9.9
2,泸西,8.4
3,泸西,16.9
4,泸西,16.1
5,泸西,17.4
6,泸西,20.4
7,泸西,21.8
8,泸西,21.8
9,泸西,19.6
10,泸西,16.7
11,泸西,15.5
12,泸西,8.3
1,泾河,2.2
2,泾河,3.9
3,泾河,13.5
4,泾河,18.1
5,泾河,21.4
6,泾河,26.5
7,泾河,26.4
8,泾河,26
9,泾河,21.8
10,泾河,14.1
11,泾河,10.1
12,泾河,1.9
1,流浮山,17.2
2,流浮山,14.1
3,流浮山,21.1
4,流浮山,23
5,流浮山,24.4
6,流浮山,27.9
7,流浮山,29.6
8,流浮山,27.8
9,流浮山,29.2
10,流浮山,25.4
11,流浮山,22.7
12,流浮山,14.8
1,济南,1.5
2,济南,6
3,济南,11
4,济南,17.7
5,济南,21.9
6,济南,27.3
7,济南,27.3
8,济南,26.6
9,济南,22.8
10,济南,14.8
11,济南,12.2
12,济南,3.3
1,浦城,8.8
2,浦城,6.8
3,浦城,16
4,浦城,17.8
5,浦城,20
6,浦城,24.9
7,浦城,29.5
8,浦城,30.3
9,浦城,26.2
10,浦城,20.5
11,浦城,17.6
12,浦城,7
2,海伦,-3.8
3,海伦,-0.8
4,海伦,5.2
5,海伦,12.2
6,海伦,19.8
7,海伦,23.2
8,海伦,18.6
9,海伦,14.7
10,海伦,3.6
11,海伦,-1.4
12,海伦,-6.9
1,海力素,-4.5
2,海力素,-6.8
3,海力素,2.1
4,海力素,8.3
5,海力素,16
6,海力素,19.5
7,海力素,21.7
8,海力素,20.3
9,海力素,18
10,海力素,8.3
11,海力素,3.6
1,海口,20.1
2,海口,17.3
3,海口,23.9
4,海口,24.5
5,海口,26.1
6,海口,29.2
7,海口,29.5
8,海口,28.6
9,海口,28
10,海口,25.4
11,海口,24.5
12,海口,17.8
3,海拉尔,-2.5
4,海拉尔,2.4
5,海拉尔,11.2
6,海拉尔,18.5
7,海拉尔,21
8,海拉尔,16.5
9,海拉尔,13
10,海拉尔,2.8
11,海拉尔,-3.2
1,海阳,0.3
2,海阳,2.2
3,海阳,7.2
4,海阳,13
5,海阳,18.5
6,海阳,21.5
7,海阳,26
8,海阳,25.6
9,海阳,21.8
10,海阳,14.4
11,海阳,11.2
12,海阳,1.3
1,淖毛湖,-3.4
2,淖毛湖,-2.5
3,淖毛湖,8.9
4,淖毛湖,16.7
5,淖毛湖,26.6
6,淖毛湖,27.2
7,淖毛湖,28.2
8,淖毛湖,27
9,淖毛湖,24.1
10,淖毛湖,11.9
11,淖毛湖,4.4
12,淖毛湖,-6.4
1,淮安,2.6
2,淮安,3.6
3,淮安,10.9
4,淮安,16.2
5,淮安,20.6
6,淮安,27.4
7,淮安,28.5
8,淮安,28.5
9,淮安,21.9
10,淮安,15.5
11,淮安,13.2
12,淮安,2.5
1,深圳,17.6
2,深圳,14.2
3,深圳,21.5
4,深圳,23.4
5,深圳,24.9
6,深圳,28
7,深圳,30
8,深圳,28.8
9,深圳,29.8
10,深圳,26.2
11,深圳,23.1
12,深圳,15.2
1,淳安,6.9
2,淳安,5.2
3,淳安,14.1
4,淳安,17.5
5,淳安,19.9
6,淳安,25.4
7,淳安,30.7
8,淳安,31.4
9,淳安,26
10,淳安,19
11,淳安,16.7
12,淳安,6.4
1,清原,-4
2,清原,-0.5
3,清原,2
4,清原,11.5
5,清原,14.6
6,清原,19.8
7,清原,24.2
8,清原,21.3
9,清原,17
10,清原,7.4
11,清原,2.5
12,清原,-3.6
1,温江,7.3
2,温江,6.7
3,温江,15.8
4,温江,17.5
5,温江,20.6
6,温江,24.5
7,温江,25.8
8,温江,26.9
9,温江,21.2
10,温江,17.5
11,温江,14.7
12,温江,6.7
1,湛江,17.7
2,湛江,14.4
3,湛江,21.8
4,湛江,22.5
5,湛江,25.1
6,湛江,28.7
7,湛江,29.5
8,湛江,28.4
9,湛江,27.9
10,湛江,24.8
11,湛江,23.4
12,湛江,15.7
1,溧阳,5.3
2,溧阳,4.8
3,溧阳,13.5
4,溧阳,17.4
5,溧阳,21.3
6,溧阳,27.3
7,溧阳,31
8,溧阳,31.4
9,溧阳,23.6
10,溧阳,17.4
11,溧阳,14.6
12,溧阳,4.6
1,满都拉气象站,-6.1
2,满都拉气象站,-4.7
3,满都拉气象站,3
4,满都拉气象站,7.3
5,满都拉气象站,15.7
6,满都拉气象站,19.4
7,满都拉气象站,23
8,满都拉气象站,20.4
9,满都拉气象站,18.2
10,满都拉气象站,8
11,满都拉气象站,1.2
2,漠河,-4.7
3,漠河,-2
4,漠河,0
5,漠河,7.1
6,漠河,16.7
7,漠河,20.4
8,漠河,13.9
9,漠河,8.1
10,漠河,-0.1
11,漠河,-4.6
1,漳平,14.3
2,漳平,12.1
3,漳平,19.5
4,漳平,21
5,漳平,22.1
6,漳平,25.5
7,漳平,29.1
8,漳平,28.8
9,漳平,26.9
10,漳平,23.8
11,漳平,20.4
12,漳平,11.8
1,潍坊,0.1
2,潍坊,3.9
3,潍坊,8.8
4,潍坊,16.1
5,潍坊,21.2
6,潍坊,24.8
7,潍坊,27.1
8,潍坊,26.6
