month,city,temp
9,潍坊,22.7
10,潍坊,14.5
11,潍坊,11.5
12,潍坊,0.7
1,澜沧,14.9
2,澜沧,15.9
3,澜沧,21.1
4,澜沧,21.9
5,澜沧,23.3
6,澜沧,23.5
7,澜沧,25
8,澜沧,24.5
9,澜沧,23.8
10,澜沧,22.2
11,澜沧,19
12,澜沧,16.5
1,澳门,17.4
2,澳门,14.1
3,澳门,20.7
4,澳门,22.8
5,澳门,24.6
6,澳门,27.8
7,澳门,29.8
8,澳门,28.7
9,澳门,29.3
10,澳门,25.7
11,澳门,22.8
12,澳门,15.3
2,爱辉,-5.6
3,爱辉,-1.2
4,爱辉,4.4
5,爱辉,12
6,爱辉,19.5
7,爱辉,23.2
8,爱辉,18.5
9,爱辉,12.5
10,爱辉,3
11,爱辉,-2.4
12,爱辉,
2,牡丹江,-2
3,牡丹江,1.8
4,牡丹江,9.5
5,牡丹江,13.5
6,牡丹江,18
7,牡丹江,22.9
8,牡丹江,20
9,牡丹江,15.7
10,牡丹江,6.3
11,牡丹江,-0.1
12,牡丹江,-4.2
1,独山,5.6
2,独山,3.5
3,独山,14.6
4,独山,16.2
5,独山,17.7
6,独山,22.8
7,独山,25.2
8,独山,24.9
9,独山,22.2
10,独山,17.5
11,独山,15.6
12,独山,6.2
3,狮泉河,0.2
4,狮泉河,1.1
5,狮泉河,5.3
7,狮泉河,9.9
8,狮泉河,9.3
9,狮泉河,7.3
10,狮泉河,4
1,玉树,-5.9
2,玉树,-3.5
3,玉树,0.7
4,玉树,3
5,玉树,6.9
6,玉树,9.9
7,玉树,10.2
8,玉树,11.8
9,玉树,8.6
10,玉树,4.3
11,玉树,-0.9
12,玉树,-5.8
2,玛多,-8
3,玛多,-5.1
4,玛多,-0.7
5,玛多,2.8
6,玛多,5.9
7,玛多,7.7
8,玛多,8.8
9,玛多,3.8
10,玛多,-0.2
11,玛多,-3.8
1,理塘,-0.2
2,理塘,-3
3,理塘,2.5
4,理塘,3.2
5,理塘,6.1
6,理塘,7.9
7,理塘,10.6
8,理塘,10.9
9,理塘,8.4
10,理塘,7.7
11,理塘,1.2
12,理塘,2.7
1,琼海,21.1
2,琼海,18.6
3,琼海,24.3
4,琼海,24.8
5,琼海,26.3
6,琼海,29.1
7,琼海,29.3
8,琼海,27.9
9,琼海,27.9
10,琼海,25.4
11,琼海,24.8
12,琼海,18.6
1,瑞安,10.3
2,瑞安,8.4
3,瑞安,15.1
4,瑞安,18.2
5,瑞安,19.8
6,瑞安,25.1
7,瑞安,30.6
8,瑞安,30
9,瑞安,26.7
10,瑞安,21.7
11,瑞安,18.2
12,瑞安,10
1,甘孜,-2.3
2,甘孜,-2.6
3,甘孜,2.5
4,甘孜,5.4
5,甘孜,8.1
6,甘孜,11.3
7,甘孜,12.5
8,甘孜,13.5
9,甘孜,10.9
10,甘孜,7.4
11,甘孜,1.3
12,甘孜,-3
1,百色,14.3
2,百色,11.8
3,百色,21.6
4,百色,23
5,百色,23.6
6,百色,28
7,百色,29.8
8,百色,30.4
9,百色,27.6
10,百色,23.7
11,百色,22.2
12,百色,13.8
2,皮山,-1.9
3,皮山,13.5
4,皮山,18.6
5,皮山,21.3
6,皮山,23.1
7,皮山,23.7
8,皮山,21.7
9,皮山,21.6
10,皮山,12.8
11,皮山,7.4
1,盐池,-2.7
2,盐池,-1.1
3,盐池,10.3
4,盐池,12.3
5,盐池,16.9
6,盐池,21.9
7,盐池,22.3
8,盐池,20.6
9,盐池,17.1
10,盐池,9.8
11,盐池,4.1
12,盐池,4.3
1,盐湖,1
2,盐湖,3
3,盐湖,12.6
4,盐湖,17.6
5,盐湖,21
6,盐湖,26.1
7,盐湖,26.6
8,盐湖,26
9,盐湖,21.7
10,盐湖,13.9
11,盐湖,11
12,盐湖,-0.9
1,石浦,7.7
2,石浦,6.4
3,石浦,13.1
4,石浦,16
5,石浦,18.1
6,石浦,23.8
7,石浦,29.1
8,石浦,29.2
9,石浦,24.7
10,石浦,19.3
11,石浦,16.4
12,石浦,8.1
1,福州,12.4
2,福州,10.2
3,福州,16.6
4,福州,19.3
5,福州,20.2
6,福州,25.9
7,福州,29.9
8,福州,30.7
9,福州,28.1
10,福州,23.1
11,福州,19.9
12,福州,12.5
1,福鼎,11
2,福鼎,9.1
3,福鼎,16.1
4,福鼎,18.7
5,福鼎,20.2
6,福鼎,25.5
7,福鼎,30.6
8,福鼎,30.5
9,福鼎,27.4
10,福鼎,22
11,福鼎,18.6
12,福鼎,10.5
1,离石,-0.6
2,离石,0
3,离石,9.7
4,离石,13.6
5,离石,18.2
6,离石,23
7,离石,23.3
8,离石,23
9,离石,19.1
10,离石,10.9
11,离石,7
1,稻城,-1.8
2,稻城,-4.1
3,稻城,4.6
4,稻城,4.4
5,稻城,7.5
6,稻城,9.7
7,稻城,11.5
8,稻城,12.6
9,稻城,10.6
10,稻城,8.9
11,稻城,1.8
12,稻城,2.8
1,精河,-6.2
2,精河,-2.9
3,精河,4.3
4,精河,16.6
5,精河,23.6
6,精河,26.3
7,精河,26.2
8,精河,25
9,精河,21
10,精河,9.9
11,精河,2.9
2,绥芬河,-2.5
3,绥芬河,0.2
4,绥芬河,8.7
5,绥芬河,11.7
6,绥芬河,15.7
7,绥芬河,20.5
8,绥芬河,19
9,绥芬河,14.5
10,绥芬河,6
11,绥芬河,-0.4
12,绥芬河,-7.6
1,罗甸,11
2,罗甸,8.9
3,罗甸,19.9
4,罗甸,19.9
5,罗甸,21.6
6,罗甸,26
7,罗甸,28.6
8,罗甸,28.2
9,罗甸,25.9
10,罗甸,21.3
11,罗甸,19.8
12,罗甸,11.6
1,老河口,3.1
2,老河口,4.3
3,老河口,12.4
4,老河口,17.6
5,老河口,20.2
6,老河口,27.5
7,老河口,28.2
8,老河口,28.1
9,老河口,24.1
10,老河口,16.3
11,老河口,12.6
12,老河口,3.6
1,耿马,13.2
2,耿马,14.2
3,耿马,20.8
4,耿马,20.4
5,耿马,21.9
6,耿马,22.7
7,耿马,24.6
8,耿马,23.8
9,耿马,23.2
10,耿马,21.5
11,耿马,17.9
12,耿马,14.6
1,腾冲,8.5
2,腾冲,8.6
3,腾冲,15.2
4,腾冲,16
5,腾冲,18
6,腾冲,19
7,腾冲,20.7
8,腾冲,21.2
9,腾冲,20
10,腾冲,18
11,腾冲,13
12,腾冲,9.9
1,色达,-7.2
2,色达,-5.8
3,色达,-0.1
4,色达,1.4
5,色达,4.4
6,色达,8.6
7,色达,9.4
8,色达,9.8
9,色达,7.7
10,色达,3.8
11,色达,-1.6
12,色达,-6.4
1,芜湖县,5.3
2,芜湖县,4.8
3,芜湖县,14.3
4,芜湖县,18.3
5,芜湖县,21.1
6,芜湖县,27.1
7,芜湖县,30.5
8,芜湖县,31.4
9,芜湖县,24
10,芜湖县,17.8
11,芜湖县,14.9
12,芜湖县,4.4
1,芷江,5.8
2,芷江,4.5
3,芷江,14.7
4,芷江,18.1
5,芷江,19.4
6,芷江,25.5
7,芷江,28.9
8,芷江,30.4
9,芷江,26.5
10,芷江,18.9
11,芷江,16.5
12,芷江,6.9
1,若尔盖,-5.3
2,若尔盖,-3.5
3,若尔盖,0.4
4,若尔盖,1.9
5,若尔盖,6.2
6,若尔盖,9.2
7,若尔盖,11.9
8,若尔盖,11.7
9,若尔盖,7.3
10,若尔盖,4.2
11,若尔盖,0.4
1,荆州,5
2,荆州,5.7
3,荆州,14.5
4,荆州,19
5,荆州,21.4
6,荆州,27.6
7,荆州,29.4
8,荆州,30.8
9,荆州,25.8
10,荆州,18.4
11,荆州,15.3
12,荆州,6
2,莎车,1.3
3,莎车,12.9
4,莎车,18.7
5,莎车,20.8
6,莎车,23.9
7,莎车,24.9
8,莎车,21.6
9,莎车,21.3
10,莎车,12.5
11,莎车,5.3
1,莘县,0.3
2,莘县,3.2
3,莘县,10.5
4,莘县,16.5
5,莘县,20.4
6,莘县,27.6
7,莘县,26.9
8,莘县,26.7
9,莘县,23.1
10,莘县,14.5
11,莘县,10.7
12,莘县,-0.7
1,营口,-1.6
2,营口,-0.7
3,营口,4.5
4,营口,12.9
5,营口,17.2
6,营口,21.6
7,营口,25.8
8,营口,24.2
9,营口,20
10,营口,11.2
11,营口,6.6
12,营口,-1.4
1,蒙山,10.6
2,蒙山,7.9
3,蒙山,19
4,蒙山,20.3
5,蒙山,21.9
6,蒙山,26.3
7,蒙山,28.8
8,蒙山,28.2
9,蒙山,27.3
10,蒙山,23.2
11,蒙山,20.2
12,蒙山,10.3
1,蔚县,-3.2
2,蔚县,-1.6
3,蔚县,5.6
4,蔚县,11.9
5,蔚县,16.5
6,蔚县,21.1
7,蔚县,23.5
8,蔚县,22
9,蔚县,18.7
10,蔚县,9.5
11,蔚县,4.1
2,虎林,-1.6
3,虎林,0.4
4,虎林,6.7
5,虎林,14
6,虎林,18.8
7,虎林,22.7
8,虎林,20.4
9,虎林,15.5
10,虎林,6.6
11,虎林,-0.3
12,虎林,-6.3
1,蚌埠,3.4
2,蚌埠,4.1
3,蚌埠,12.6
4,蚌埠,17.7
5,蚌埠,21
6,蚌埠,27.7
7,蚌埠,29.1
8,蚌埠,28.9
9,蚌埠,23.4
10,蚌埠,15.9
11,蚌埠,13.1
12,蚌埠,2.9
2,西乌珠穆沁,-6.1
3,西乌珠穆沁,-0.3
4,西乌珠穆沁,5
5,西乌珠穆沁,10.2
6,西乌珠穆沁,16.5
7,西乌珠穆沁,20.8
8,西乌珠穆沁,16.6
9,西乌珠穆沁,15
10,西乌珠穆沁,4.1
11,西乌珠穆沁,0.2
1,西华,2
2,西华,4
3,西华,11.5
4,西华,17.6
5,西华,21.3
6,西华,29
7,西华,28.1
8,西华,27.9
9,西华,23.6
10,西华,15.7
11,西华,11.9
12,西华,2.3
1,西宁,-4
2,西宁,-3.1
3,西宁,5.1
4,西宁,7
5,西宁,11.5
6,西宁,14.9
7,西宁,15.7
8,西宁,15
9,西宁,12.1
10,西宁,7.2
11,西宁,3.4
1,西峰,-2.8
2,西峰,-1
3,西峰,10
4,西峰,12.8
5,西峰,16.8
6,西峰,21.8
7,西峰,21.9
8,西峰,20.7
9,西峰,16.9
10,西峰,10.3
11,西峰,6.2
12,西峰,0.6
1,西昌,10.6
2,西昌,9.2
3,西昌,15.6
4,西昌,14
5,西昌,16.8
6,西昌,18.7
7,西昌,21.2
8,西昌,22.8
9,西昌,19.3
10,西昌,18
11,西昌,15.6
12,西昌,9.7
1,贵南,-4.2
2,贵南,-5.6
3,贵南,1.9
4,贵南,4.9
5,贵南,7.9
6,贵南,11.4
7,贵南,12.8
8,贵南,13.6
9,贵南,8.9
10,贵南,5
11,贵南,-0.8
1,贵阳,5.2
2,贵阳,3.4
3,贵阳,14.9
4,贵阳,15.4
5,贵阳,17.4
6,贵阳,21.9
7,贵阳,25.3
8,贵阳,25.9
9,贵阳,21
10,贵阳,16.7
11,贵阳,14.4
12,贵阳,5.2
1,费县,1.4
2,费县,3.5
3,费县,10.7
4,费县,17.2
5,费县,21.9
6,费县,27.1
7,费县,26.8
8,费县,27.4
9,费县,22.6
10,费县,14.9
11,费县,12.1
12,费县,2.1
1,赣县,2
2,赣县,3.9
3,赣县,12
4,赣县,17.6
5,赣县,21.5
6,赣县,27.4
7,赣县,28.1
8,赣县,27.8
9,赣县,23.2
10,赣县,15.7
11,赣县,12.6
12,赣县,4.1
1,赣榆,1.6
2,赣榆,3.2
3,赣榆,9.2
4,赣榆,15.6
5,赣榆,21.4
6,赣榆,25.4
7,赣榆,27.7
8,赣榆,27.7
9,赣榆,22.1
10,赣榆,15.1
11,赣榆,12.7
12,赣榆,1.7
1,赤峰,-2.7
2,赤峰,-0.5
3,赤峰,3.4
4,赤峰,11.5
5,赤峰,16.2
6,赤峰,19.3
7,赤峰,23.4
8,赤峰,21.8
9,赤峰,19
10,赤峰,8.3
11,赤峰,2.7
12,赤峰,-6.4
1,达川,7.7
2,达川,7.9
3,达川,16.5
4,达川,18.6
5,达川,22
6,达川,26.2
7,达川,28.1
8,达川,31.1
9,达川,23.6
10,达川,18.3
11,达川,15.2
12,达川,7.7
1,达日,-7.7
2,达日,-5
3,达日,-1.4
4,达日,0.2
5,达日,4.3
6,达日,8.2
7,达日,8.9
8,达日,10.5
9,达日,6.4
10,达日,2.7
11,达日,-2.6
1,达茂旗气象局,-3.4
2,达茂旗气象局,-4.7
3,达茂旗气象局,2.8
4,达茂旗气象局,8.5
5,达茂旗气象局,14.3
6,达茂旗气象局,18.6
7,达茂旗气象局,22.3
8,达茂旗气象局,20.1
9,达茂旗气象局,17.4
10,达茂旗气象局,7
11,达茂旗气象局,1.8
12,达茂旗气象局,-5.9
1,连州,10.6
2,连州,7.9
3,连州,19
4,连州,20.1
5,连州,22.3
6,连州,26.9
7,连州,29.8
8,连州,28.8
9,连州,28
10,连州,22.9
11,连州,19.3
12,连州,9.4
1,连平,12.5
2,连平,9
3,连平,18.8
4,连平,19.9
5,连平,22.1
6,连平,25.3
7,连平,28
8,连平,27.5
9,连平,26.7
10,连平,22.8
11,连平,19.8
12,连平,10.1
2,通河,-4.2
3,通河,0.2
4,通河,6.2
5,通河,13.2
6,通河,19.7
7,通河,24
8,通河,19.9
9,通河,15.2
10,通河,5
11,通河,-2.2
12,通河,-3.1
1,通辽,-5
2,通辽,-0.8
3,通辽,3.1
4,通辽,11.5
5,通辽,17
6,通辽,20.7
7,通辽,24.6
8,通辽,22.7
9,通辽,18.9
10,通辽,8.4
11,通辽,1.7
1,通道,6.5
2,通道,4.5
3,通道,15.7
4,通道,17.8
5,通道,19.5
6,通道,25.2
7,通道,27.9
8,通道,27.9
9,通道,25.1
10,通道,19.1
11,通道,16.7
12,通道,6.8
1,道孚,-1.1
2,道孚,0.1
3,道孚,4.9
4,道孚,7.1
5,道孚,10
6,道孚,12.8
7,道孚,12.9
8,道孚,14.3
9,道孚,12.3
10,道孚,9.8
11,道孚,3.9
12,道孚,-1.9
1,邢台,-0.6
2,邢台,3.9
3,邢台,9.8
4,邢台,17.1
5,邢台,21.2
6,邢台,26.5
7,邢台,26.2
8,邢台,25.2
9,邢台,23.1
10,邢台,14.5
11,邢台,10
12,邢台,2.3
2,那仁宝力格,-7
3,那仁宝力格,-0.9
4,那仁宝力格,5.3
5,那仁宝力格,13.3
6,那仁宝力格,17.6
7,那仁宝力格,21.8
8,那仁宝力格,17.5
9,那仁宝力格,14.9
10,那仁宝力格,4.9
11,那仁宝力格,-1.6
1,那坡,12
2,那坡,9.4
3,那坡,18.5
4,那坡,19.2
5,那坡,20.1
6,那坡,23.8
7,那坡,25.4
8,那坡,24.4
9,那坡,22.3
10,那坡,19.6
11,那坡,18.7
12,那坡,10.1
4,那曲,-0.3
5,那曲,3.2
6,那曲,6.7
7,那曲,7.2
8,那曲,7.6
9,那曲,6
10,那曲,1.9
11,那曲,-3.8
12,那曲,3.4
1,邵武,9.6
2,邵武,7.3
3,邵武,16.6
4,邵武,18.4
5,邵武,20.7
6,邵武,25.4
7,邵武,29.7
8,邵武,30.2
9,邵武,26.6
10,邵武,20.9
11,邵武,17.7
12,邵武,7.4
1,郑州,1.2
2,郑州,3.9
3,郑州,11.8
4,郑州,18.4
5,郑州,22.3
6,郑州,29.8
7,郑州,27.7
8,郑州,28.1
9,郑州,23.8
10,郑州,15.1
11,郑州,11.2
12,郑州,1.7
1,郴州,6.2
2,郴州,4.2
3,郴州,16.3
4,郴州,18.4
5,郴州,20
6,郴州,25.8
7,郴州,29.2
8,郴州,29.1
9,郴州,26.4
10,郴州,19.5
11,郴州,16.7
12,郴州,5.8
2,都兰,-4.8
3,都兰,2.1
4,都兰,4.8
5,都兰,8.6
6,都兰,11.8
7,都兰,12.3
8,都兰,14.8
9,都兰,9.3
10,都兰,5.6
11,都兰,-2.9
1,鄂托克旗,-2.8
2,鄂托克旗,-3.3
3,鄂托克旗,8
4,鄂托克旗,11
5,鄂托克旗,16.3
6,鄂托克旗,20.6
7,鄂托克旗,21.5
8,鄂托克旗,20
9,鄂托克旗,15.6
10,鄂托克旗,8.4
11,鄂托克旗,2.5
1,酉阳,3.7
2,酉阳,2.6
3,酉阳,12.3
4,酉阳,15.3
5,酉阳,17.3
6,酉阳,22.4
7,酉阳,25.6
8,酉阳,27.3
9,酉阳,22.4
10,酉阳,16.4
11,酉阳,13.4
12,酉阳,4.8
1,酒泉,-1.8
2,酒泉,-2.4
3,酒泉,7.3
4,酒泉,10.1
5,酒泉,15.4
6,酒泉,20.9
7,酒泉,21.2
8,酒泉,20.3
9,酒泉,16.1
10,酒泉,8.9
11,酒泉,3.7
12,酒泉,0
1,钟祥,4
2,钟祥,5.3
3,钟祥,13.8
4,钟祥,18.6
5,钟祥,20.9
6,钟祥,27
7,钟祥,28.8
8,钟祥,29.8
9,钟祥,25
10,钟祥,17.6
11,钟祥,14.3
12,钟祥,5.2
1,钦州,14.2
2,钦州,11
3,钦州,21
4,钦州,22.4
5,钦州,24.3
6,钦州,27.9
7,钦州,29.4
8,钦州,28.2
9,钦州,27.9
10,钦州,24.1
11,钦州,22.6
12,钦州,13.8
1,铁干里克,3.2
2,铁干里克,0.6
3,铁干里克,11.2
4,铁干里克,16.6
5,铁干里克,23.6
6,铁干里克,26.3
7,铁干里克,25.2
8,铁干里克,24.4
9,铁干里克,21.5
10,铁干里克,11.6
11,铁干里克,4.5
1,银川,-2.7
2,银川,-1.9
3,银川,10
4,银川,12.8
5,银川,17.9
6,银川,22.9
7,银川,23.5
8,银川,21.5
9,银川,18.7
10,银川,10.4
11,银川,5.1
1,锡林浩特,-5.4
2,锡林浩特,-5.7
3,锡林浩特,0.7
4,锡林浩特,6.4
5,锡林浩特,12.6
6,锡林浩特,18
7,锡林浩特,22.9
8,锡林浩特,18.5
9,锡林浩特,16.2
10,锡林浩特,6.4
11,锡林浩特,0.3
1,长岛,0.4
2,长岛,1.5
3,长岛,6.3
4,长岛,13.1
5,长岛,18
6,长岛,22.2
7,长岛,25.3
8,长岛,25.2
9,长岛,22.1
10,长岛,15
11,长岛,11.1
12,长岛,2.1
1,长岭,-6.2
2,长岭,-1.7
3,长岭,1.9
4,长岭,9.7
5,长岭,16.2
6,长岭,21.1
7,长岭,24.6
8,长岭,22
9,长岭,18.2
10,长岭,7.5
11,长岭,1
1,长春,-4.9
2,长春,-2
3,长春,0.9
4,长春,9.9
5,长春,15.6
6,长春,20.5
7,长春,24.2
8,长春,21.1
9,长春,17
10,长春,6.7
11,长春,0.3
12,长春,-5.1
1,长汀,10.6
2,长汀,7.8
3,长汀,17.9
4,长汀,19.2
5,长汀,21.3
6,长汀,25.7
7,长汀,29.2
8,长汀,28.7
9,长汀,26.4
10,长汀,22.1
11,长汀,18.8
12,长汀,8.1
1,长沙,5.3
2,长沙,4.6
3,长沙,14.8
4,长沙,18.8
5,长沙,20.1
6,长沙,26.8
7,长沙,29.9
8,长沙,30.9
9,长沙,26.1
10,长沙,18.8
11,长沙,16.1
12,长沙,6.1
1,长洲,17.3
2,长洲,14.5
3,长洲,20.3
4,长洲,22.6
5,长洲,23.6
6,长洲,26.9
7,长洲,28.6
8,长洲,27.2
9,长洲,27.9
10,长洲,24.5
11,长洲,22.1
12,长洲,15.3
1,长白,-5.5
2,长白,-3.4
3,长白,0.9
4,长白,8
5,长白,11.3
6,长白,16.6
7,长白,21.1
8,长白,18.4
9,长白,14.1
10,长白,5
11,长白,-0.1
12,长白,-7.8
1,阆中,7.8
2,阆中,7.9
3,阆中,17.1
4,阆中,18.5
5,阆中,21.8
6,阆中,26.2
7,阆中,27.5
8,阆中,29.4
9,阆中,22.5
10,阆中,18.1
11,阆中,15.1
12,阆中,7.6
1,阜阳,3.6
2,阜阳,4.6
3,阜阳,12.9
4,阜阳,18.3
5,阜阳,21.4
6,阜阳,28.9
7,阜阳,29.1
8,阜阳,29.7
9,阜阳,24.2
10,阜阳,16.9
11,阜阳,13.5
12,阜阳,3.1
1,阳城,-0.8
2,阳城,0.4
3,阳城,9.6
4,阳城,15.4
5,阳城,18.2
6,阳城,24.8
7,阳城,24.4
8,阳城,24.4
9,阳城,19.9
10,阳城,12.2
11,阳城,8.9
12,阳城,-0.6
1,阳江,17
2,阳江,13.6
3,阳江,21.4
4,阳江,22.7
5,阳江,24.7
6,阳江,27.9
7,阳江,29.5
8,阳江,27.8
9,阳江,28.2
10,阳江,25
11,阳江,22.5
12,阳江,15
1,阿勒泰,-4.8
2,阿勒泰,-6
3,阿勒泰,-0.5
4,阿勒泰,10.6
5,阿勒泰,20
6,阿勒泰,21.7
7,阿勒泰,20.9
8,阿勒泰,19.3
9,阿勒泰,15.7
10,阿勒泰,6.1
11,阿勒泰,1.1
3,阿尔山,-2.3
4,阿尔山,2.1
5,阿尔山,7.5
6,阿尔山,14.4
7,阿尔山,19.1
8,阿尔山,13.6
9,阿尔山,11.8
10,阿尔山,0.7
11,阿尔山,-2.1
3,阿巴嘎旗,0
4,阿巴嘎旗,5.3
5,阿巴嘎旗,12.5
6,阿巴嘎旗,17.7
7,阿巴嘎旗,22.6
8,阿巴嘎旗,17.8
9,阿巴嘎旗,15.9
10,阿巴嘎旗,6
11,阿巴嘎旗,-0.8
1,阿拉尔,-2.9
2,阿拉尔,-1.8
3,阿拉尔,9.7
4,阿拉尔,17.8
5,阿拉尔,23.7
6,阿拉尔,24.2
7,阿拉尔,24.2
8,阿拉尔,22.3
9,阿拉尔,22.5
10,阿拉尔,11.9
11,阿拉尔,3.7
12,阿拉尔,-5.8
1,陵县,-0.5
2,陵县,3.5
3,陵县,9.4
4,陵县,15.8
5,陵县,19.5
6,陵县,26
7,陵县,27
8,陵县,26
9,陵县,21.8
10,陵县,13.8
11,陵县,10.6
12,陵县,-1.3
1,集宁,-5.5
2,集宁,-5
3,集宁,3.5
4,集宁,8.9
5,集宁,14.2
6,集宁,18
7,集宁,20.9
8,集宁,19.7
9,集宁,15.8
10,集宁,7.8
11,集宁,1.4
1,集安,-4.6
2,集安,-1
3,集安,3.4
4,集安,11.8
5,集安,14.7
6,集安,20.5
7,集安,24.4
8,集安,21.8
9,集安,17.3
10,集安,8.5
11,集安,3.7
12,集安,-5
1,霍山,4.2
2,霍山,4.2
3,霍山,13.8
4,霍山,17.9
5,霍山,20.8
6,霍山,27.5
7,霍山,29.2
8,霍山,29.9
9,霍山,23.5
10,霍山,16
11,霍山,13.2
12,霍山,2.9
1,青岛,0.1
2,青岛,2.3
3,青岛,7.6
4,青岛,13.5
5,青岛,19.3
6,青岛,22.8
7,青岛,26.3
8,青岛,26.1
9,青岛,22.1
10,青岛,14.8
11,青岛,11.3
12,青岛,1.2
1,青龙,-2.4
2,青龙,3.2
3,青龙,5.5
4,青龙,13.8
5,青龙,17.8
6,青龙,21.5
7,青龙,24.7
8,青龙,23.5
9,青龙,19.9
10,青龙,10.5
11,青龙,5.9
12,青龙,-2.6
1,韶关,11.9
2,韶关,8.9
3,韶关,19.2
4,韶关,20.6
5,韶关,22.5
6,韶关,26.5
7,韶关,29.7
8,韶关,29.1
9,韶关,28.1
10,韶关,23.2
11,韶关,19.8
12,韶关,10.3
1,香港,18.2
2,香港,15
3,香港,22.2
4,香港,24.2
5,香港,25.7
6,香港,29.2
7,香港,30.9
8,香港,29.4
9,香港,30.2
10,香港,26.7
11,香港,23.9
12,香港,16.3
1,马尔康,1
2,马尔康,1.3
3,马尔康,6.5
4,马尔康,8
5,马尔康,10.9
6,马尔康,13.8
7,马尔康,14.7
8,马尔康,16.3
9,马尔康,13.1
10,马尔康,9.7
11,马尔康,5.2
12,马尔康,2.1
1,马鬃山,-4.5
3,马鬃山,1.6
4,马鬃山,7.2
5,马鬃山,17.4
6,马鬃山,20
7,马鬃山,20.6
8,马鬃山,19.9
9,马鬃山,16.2
10,马鬃山,4.8
11,马鬃山,0.9
1,驻马店,2
2,驻马店,4.2
3,驻马店,12.3
4,驻马店,18.3
5,驻马店,21.2
6,驻马店,28.5
7,驻马店,28.1
8,驻马店,28
9,驻马店,23.4
10,驻马店,15.5
11,驻马店,12.1
12,驻马店,3
1,高坪,7.7
2,高坪,7.9
3,高坪,17
4,高坪,18.2
5,高坪,21.2
6,高坪,25.3
7,高坪,27
8,高坪,29.2
9,高坪,22.2
10,高坪,17.8
11,高坪,14.8
12,高坪,7.3
1,高要,15.5
2,高要,12.2
3,高要,21.4
4,高要,22.8
5,高要,24.4
6,高要,28
7,高要,29.9
8,高要,28.4
9,高要,28.7
10,高要,24.9
11,高要,21.8
12,高要,13.6
1,高雄,20.4
2,高雄,19.8
3,高雄,23.9
4,高雄,25.2
5,高雄,26.4
6,高雄,29.5
7,高雄,30
8,高雄,29.5
9,高雄,28.7
10,高雄,26.6
11,高雄,25.9
12,高雄,20.7
2,鸡西,-2.2
3,鸡西,0.8
4,鸡西,8.2
5,鸡西,13.3
6,鸡西,18.5
7,鸡西,22.7
8,鸡西,20.1
9,鸡西,15.6
10,鸡西,6.5
11,鸡西,-0.5
12,鸡西,-5.2
1,麦积,0.5
2,麦积,1.1
3,麦积,11.9
4,麦积,13.4
5,麦积,18
6,麦积,21.9
7,麦积,23.4
8,麦积,22.5
9,麦积,18.5
10,麦积,12.9
11,麦积,8.2
12,麦积,0.4
1,麻城,5.2
2,麻城,5.5
3,麻城,14.7
4,麻城,19.1
5,麻城,21.7
6,麻城,27.6
7,麻城,29.7
8,麻城,31.2
9,麻城,25.9
10,麻城,18.4
11,麻城,15
12,麻城,4.8
1,黄山,-0.3
2,黄山,-2.6
3,黄山,6.9
4,黄山,9
5,黄山,11.5
6,黄山,16.3
7,黄山,19.2
8,黄山,20.3
9,黄山,14.4
10,黄山,10.3
11,黄山,7.9
12,黄山,-1.4
2,齐齐哈尔,-0.4
3,齐齐哈尔,0.7
4,齐齐哈尔,6.9
5,齐齐哈尔,13.7
6,齐齐哈尔,20.8
7,齐齐哈尔,25
8,齐齐哈尔,20.1
9,齐齐哈尔,16
10,齐齐哈尔,5.2
11,齐齐哈尔,-0.2
1,龙口,-0.4
2,龙口,1.9
3,龙口,7.6
4,龙口,14.6
5,龙口,19.9
6,龙口,24.5
7,龙口,26.8
8,龙口,25.8
9,龙口,22.1
10,龙口,14.4
11,龙口,11
12,龙口,0.8
